t_min,glucose_true_mg_dl,sensor_mg_dl,sensor_valid,carbs_g_step,iir_u_per_h,exercise_pct,hr_bpm
131.0000,469.8982,0.0000,0,0.0000,1.0000,0.0000,0.0000
132.0000,474.0534,0.0000,0,0.0000,1.0000,0.0000,0.0000
133.0000,478.2106,0.0000,0,0.0000,1.0000,0.0000,0.0000
134.0000,482.3697,0.0000,0,0.0000,1.0000,0.0000,0.0000
135.0000,486.5305,486.5305,1,0.0000,1.0000,0.0000,0.0000
136.0000,490.6928,0.0000,0,0.0000,1.0000,0.0000,0.0000
137.0000,494.8563,0.0000,0,0.0000,1.0000,0.0000,0.0000
138.0000,499.0211,0.0000,0,0.0000,1.0000,0.0000,0.0000
139.0000,503.1868,0.0000,0,0.0000,1.0000,0.0000,0.0000
140.0000,507.3534,507.3534,1,0.0000,1.0000,0.0000,0.0000
141.0000,511.5207,0.0000,0,0.0000,1.0000,0.0000,0.0000
142.0000,515.6885,0.0000,0,0.0000,1.0000,0.0000,0.0000
143.0000,519.8568,0.0000,0,0.0000,1.0000,0.0000,0.0000
144.0000,524.0253,0.0000,0,0.0000,1.0000,0.0000,0.0000
145.0000,528.1939,528.1939,1,0.0000,1.0000,0.0000,0.0000
146.0000,532.3625,0.0000,0,0.0000,1.0000,0.0000,0.0000
147.0000,536.5310,0.0000,0,0.0000,1.0000,0.0000,0.0000
148.0000,540.6992,0.0000,0,0.0000,1.0000,0.0000,0.0000
149.0000,544.8670,0.0000,0,0.0000,1.0000,0.0000,0.0000
150.0000,549.0343,549.0343,1,0.0000,1.0000,0.0000,0.0000
151.0000,553.2010,0.0000,0,0.0000,1.0000,0.0000,0.0000
152.0000,557.3670,0.0000,0,0.0000,1.0000,0.0000,0.0000
153.0000,561.5321,0.0000,0,0.0000,1.0000,0.0000,0.0000
154.0000,565.6963,0.0000,0,0.0000,1.0000,0.0000,0.0000
155.0000,569.8595,569.8595,1,0.0000,1.0000,0.0000,0.0000
156.0000,574.0215,0.0000,0,0.0000,1.0000,0.0000,0.0000
157.0000,578.1822,0.0000,0,0.0000,1.0000,0.0000,0.0000
158.0000,582.3416,0.0000,0,0.0000,1.0000,0.0000,0.0000
159.0000,586.4996,0.0000,0,0.0000,1.0000,0.0000,0.0000
160.0000,590.6561,590.6561,1,0.0000,1.0000,0.0000,0.0000
161.0000,594.8109,0.0000,0,0.0000,1.0000,0.0000,0.0000
162.0000,598.9641,0.0000,0,0.0000,1.0000,0.0000,0.0000
163.0000,603.1155,0.0000,0,0.0000,1.0000,0.0000,0.0000
164.0000,607.2650,0.0000,0,0.0000,1.0000,0.0000,0.0000
165.0000,611.4126,611.4126,1,0.0000,1.0000,0.0000,0.0000
166.0000,615.5582,0.0000,0,0.0000,1.0000,0.0000,0.0000
167.0000,619.7017,0.0000,0,0.0000,1.0000,0.0000,0.0000
168.0000,623.8431,0.0000,0,0.0000,1.0000,0.0000,0.0000
169.0000,627.9822,0.0000,0,0.0000,1.0000,0.0000,0.0000
170.0000,632.1191,632.1191,1,0.0000,1.0000,0.0000,0.0000
171.0000,636.2564,0.0000,0,0.0000,1.0000,0.0000,0.0000
172.0000,640.4001,0.0000,0,0.0000,1.0000,0.0000,0.0000
173.0000,644.5494,0.0000,0,0.0000,1.0000,0.0000,0.0000
174.0000,648.7038,0.0000,0,0.0000,1.0000,0.0000,0.0000
175.0000,652.8629,652.8629,1,0.0000,1.0000,0.0000,0.0000
176.0000,657.0263,0.0000,0,0.0000,1.0000,0.0000,0.0000
177.0000,661.1935,0.0000,0,0.0000,1.0000,0.0000,0.0000
178.0000,665.3644,0.0000,0,0.0000,1.0000,0.0000,0.0000
179.0000,669.5386,0.0000,0,0.0000,1.0000,0.0000,0.0000
180.0000,673.7159,673.7159,1,0.0000,1.0000,0.0000,0.0000
181.0000,677.8960,0.0000,0,0.0000,1.0000,0.0000,0.0000
182.0000,682.0789,0.0000,0,0.0000,1.0000,0.0000,0.0000
183.0000,686.2643,0.0000,0,0.0000,1.0000,0.0000,0.0000
184.0000,690.4521,0.0000,0,0.0000,1.0000,0.0000,0.0000
185.0000,694.6421,694.6421,1,0.0000,1.0000,0.0000,0.0000
186.0000,698.8343,0.0000,0,0.0000,1.0000,0.0000,0.0000
187.0000,703.0285,0.0000,0,0.0000,1.0000,0.0000,0.0000
188.0000,707.2247,0.0000,0,0.0000,1.0000,0.0000,0.0000
189.0000,711.4227,0.0000,0,0.0000,1.0000,0.0000,0.0000
190.0000,715.6225,715.6225,1,0.0000,1.0000,0.0000,0.0000
191.0000,719.8240,0.0000,0,0.0000,1.0000,0.0000,0.0000
192.0000,724.0272,0.0000,0,0.0000,1.0000,0.0000,0.0000
193.0000,728.2319,0.0000,0,0.0000,1.0000,0.0000,0.0000
194.0000,732.4382,0.0000,0,0.0000,1.0000,0.0000,0.0000
195.0000,736.6460,736.6460,1,0.0000,1.0000,0.0000,0.0000
196.0000,740.8552,0.0000,0,0.0000,1.0000,0.0000,0.0000
197.0000,745.0658,0.0000,0,0.0000,1.0000,0.0000,0.0000
198.0000,749.2778,0.0000,0,0.0000,1.0000,0.0000,0.0000
199.0000,753.4911,0.0000,0,0.0000,1.0000,0.0000,0.0000
200.0000,757.7057,757.7057,1,0.0000,1.0000,0.0000,0.0000
201.0000,761.9215,0.0000,0,0.0000,1.0000,0.0000,0.0000
202.0000,766.1385,0.0000,0,0.0000,1.0000,0.0000,0.0000
203.0000,770.3567,0.0000,0,0.0000,1.0000,0.0000,0.0000
204.0000,774.5761,0.0000,0,0.0000,1.0000,0.0000,0.0000
205.0000,778.7965,778.7965,1,0.0000,1.0000,0.0000,0.0000
206.0000,783.0181,0.0000,0,0.0000,1.0000,0.0000,0.0000
207.0000,787.2408,0.0000,0,0.0000,1.0000,0.0000,0.0000
208.0000,791.4645,0.0000,0,0.0000,1.0000,0.0000,0.0000
209.0000,795.6892,0.0000,0,0.0000,1.0000,0.0000,0.0000
210.0000,799.9149,799.9149,1,0.0000,1.0000,0.0000,0.0000
211.0000,804.1416,0.0000,0,0.0000,1.0000,0.0000,0.0000
212.0000,808.3693,0.0000,0,0.0000,1.0000,0.0000,0.0000
213.0000,812.5979,0.0000,0,0.0000,1.0000,0.0000,0.0000
214.0000,816.8274,0.0000,0,0.0000,1.0000,0.0000,0.0000
215.0000,821.0578,821.0578,1,0.0000,1.0000,0.0000,0.0000
216.0000,825.2890,0.0000,0,0.0000,1.0000,0.0000,0.0000
217.0000,829.5212,0.0000,0,0.0000,1.0000,0.0000,0.0000
218.0000,833.7541,0.0000,0,0.0000,1.0000,0.0000,0.0000
219.0000,837.9879,0.0000,0,0.0000,1.0000,0.0000,0.0000
220.0000,842.2225,842.2225,1,0.0000,1.0000,0.0000,0.0000
221.0000,846.4579,0.0000,0,0.0000,1.0000,0.0000,0.0000
222.0000,850.6940,0.0000,0,0.0000,1.0000,0.0000,0.0000
223.0000,854.9309,0.0000,0,0.0000,1.0000,0.0000,0.0000
224.0000,859.1685,0.0000,0,0.0000,1.0000,0.0000,0.0000
225.0000,863.4069,863.4069,1,0.0000,1.0000,0.0000,0.0000
226.0000,867.6460,0.0000,0,0.0000,1.0000,0.0000,0.0000
227.0000,871.8857,0.0000,0,0.0000,1.0000,0.0000,0.0000
